[2017-02-08 05:52:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"https://newtype.com.au/mens/bottoms.html","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"identifier":"Magento\\ConfigurableProduct\\Model\\Product\\Type\\Configurable36_0"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","catalog_product_139","catalog_product_140","catalog_product_141","catalog_product_142"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_36","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_139","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_140","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_141","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-19 21:12:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/product/save/id/36/type/configurable/store/0/set/10/key/0e9637c7e96edba73f49d2901a5978be79f793cc038f94326536193e44e70b04/","invalidateInfo":{"tags":["catalog_product_142","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-20 14:30:09] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-20 14:30:09] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_product","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-20 14:30:09] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-20 14:30:09] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_category","catalog_product","BLOCK_HTML"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-20 21:10:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/admin/index/index/key/7970be3ce7761809db3ced21c799953c6930d0dbb0251ecc142f9a74fc732026/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-21 14:30:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-21 14:30:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_product","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-21 14:30:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-21 14:30:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["catalog_category","catalog_product","BLOCK_HTML"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-21 19:30:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/admin/index/index/key/a67b555f27a92ede1feb233bb7a36003708d2521fbf5a2ecea097ded875c6c90/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:00:11] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/admin/index/index/key/89cf3ca447a70b9668c1b2edecb4da94ce9eb48cdb83481f52be00c02d45f3e4/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:46:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:46:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:19] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","catalog_category","catalog_category_product_4"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:19] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:19] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:46:19] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:47:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","catalog_category","catalog_category_product_4"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:47:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_4","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:07] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:53:07] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_3","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:07] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:07] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_3","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:08] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_3","catalog_category","catalog_category_product_3"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:08] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_3","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:08] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:53:08] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_3","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:54:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_6","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_6","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:16] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_6","catalog_category","catalog_category_product_6"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_6","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:54:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_product_6","FPC"],"mode":"matchingTag"},"is_exception":false} []
[2017-02-22 10:55:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-02-22 10:55:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://newtype.com.au/admin/catalog/category/save/key/f13deacf65d3e4d62e6775f68f31a09b436ca562a3a67ce552d504c91511154d/","invalidateInfo":{"tags":["catalog_category_39","FPC"],"mode":"matchingTag"},"is_exception":false} []
